id,name,alt_names,region_id,region_name,created_at,updated_at
49f368da-f876-11eb-b383-eba124300c35,Loutre,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2021-08-08T18:27:29.542Z,2021-08-08T18:27:29.542Z
0913895a-3a78-11ec-be52-8355a6fb94a6,Macaza,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2021-10-31T18:26:16.438Z,2021-10-31T18:26:16.438Z
a3423270-28a6-11ed-a506-4b97d3332440,Maganasipi river,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2022-08-30T20:59:28.663Z,2022-08-30T20:59:28.663Z
d8f56fb2-92bd-11ea-9b3f-8398d66490cb,Magpie,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2020-05-10T12:57:47.459Z,2020-11-22T06:02:39.462Z
f3729028-92bc-11ea-b87b-037720ea4ccc,Magpie West ,Magpie Ouest,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2020-05-10T12:51:22.404Z,2020-11-22T06:02:39.462Z
d40144e4-f7e7-11e8-bfc0-4332b29f31cf,Malbaie,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2018-12-04T17:12:50.112Z,2020-11-22T06:02:39.462Z
ae976bde-abe6-11ea-bc2b-83e8f7258c7c,Marsoui,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2020-06-11T13:23:04.812Z,2020-11-22T06:02:39.462Z
d4e3e654-6129-11e9-960d-ef2c0ff1a396,Maskinongé,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2019-04-17T15:59:50.474Z,2020-11-22T06:02:39.462Z
c30caf7e-3ac5-11ec-9647-cfa261233826,Massawipi,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2021-11-01T03:42:39.697Z,2021-11-01T03:42:39.697Z
2096852e-6130-11e9-8aaa-23163e5415aa,Mastigouche,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2019-04-17T16:44:54.454Z,2020-11-22T06:02:39.462Z
30902a26-2de3-11eb-aa96-fff13c34129d,Matawin - Basse,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2020-11-23T23:25:36.045Z,2020-11-23T23:25:36.045Z
f2ee2fde-81ac-11ea-b2b8-7bf8cae9a8e2,Mauvaise,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2020-04-18T19:43:59.824Z,2020-11-22T06:02:39.462Z
0b02f382-dbfa-11ea-84e6-f7e26b05ca7a,Metabetchouane,Métabetchouane,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2020-08-11T17:42:36.122Z,2020-11-22T06:02:39.462Z
c76da6ac-a6a7-11eb-9032-5f0cbf83895e,Métabetchouane,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2021-04-26T15:55:10.049Z,2021-04-26T15:55:10.049Z
da130d50-166b-11eb-b4d2-c7df245eaa70,MilleB,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2020-10-25T02:43:24.089Z,2020-11-22T06:02:39.462Z
b676b2b6-166b-11eb-9a3e-1fbd4d7794b7,MilleB,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2020-10-25T02:42:24.340Z,2020-11-22T06:02:39.462Z
a3446948-13e3-11eb-b0dc-77bd220b349d,Mille-iles,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2020-10-21T21:23:18.255Z,2020-11-22T06:02:39.462Z
01492a26-3b2d-11ec-8341-732ce5e9611e,Missisquoi,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2021-11-01T16:01:42.275Z,2021-11-01T16:01:42.275Z
56d87f70-ef0d-11ec-be48-4b7046a2f70a,Missisquoi Nord,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2022-06-18T13:48:31.213Z,2022-06-18T13:48:31.213Z
90dce7b8-1d0c-11ea-b8a6-633e1cfbb370,Mistassibi,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2019-12-12T18:23:59.539Z,2020-11-22T06:02:39.462Z
2a5cb756-10d0-11ed-b7ea-4b183b87be60,Mistassibi nord est,,dde6c374-f50a-11e8-bdc6-3f946fba00da,"Canada, Québec",2022-07-31T12:56:16.821Z,2022-07-31T12:56:16.821Z
